ts_code,concept,business,q_np_change
300321.SZ,"其他纺织,创业板综","生产销售:生产销售:海岛超纤皮革、合成革、鞋材、服装面料及辅料(不含棉纺)、纺织产品、沙发革、汽车内饰及座套、球革、手套面料、高档擦拭布、海岛纤维、皮革毛皮制品;经营聚乙烯等自用原辅料业务及普通货运业务;经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务,但国家限定公司经营或禁止进出口的商品及技术除外(以上范围不含国家法律法规禁止或限制性项目)。",-27.50%
002360.SZ,"降解塑料,民爆用品,太阳能",制造销售硝铵、乳化、粉乳炸药、二氧化硅系列产品、助剂产品、工程爆破设计施工及爆破技术咨询服务(限分支机构使用)、进出口本企业所需的原辅材料、仪器、仪表及零配件(国家禁止进品的品种除外)并为本企业生产的产品使用技术咨询服务、售后服务。,955.00%
600100.SH,"网络安全,LED,物联网,军民融合,云计算,移动支付,国家安防,国产芯片,创投,军工,智慧城市,网络游戏,节能环保,海绵城市,大数据,在线教育,PC、服务器及硬件",信息和能源环保产业。,101.30%
300636.SZ,"高送转,创业板综,节能环保,化学原料药",化学原料药和医药中间体的研发、生产和销售,27.90%
300033.SZ,"区块链,创业成份,彩票概念,互联金融,大数据,其他互联网金融,创业板综,长江三角,云计算,人工智能,国产软件",为国内资本市场提供金融资讯、数据分析和软件系统服务。业务内容主要包括网上行情交易系统的开发和维护、金融资讯及数据服务、手机金融信息服务等。,38.70%
600846.SH,"垃圾分类,房屋建筑,长江三角,EDA概念,雄安新区,节能环保",工程建设与咨询服务、科技园增值服务与基地运营管理、环境工程科技服务与投资运营、房地产开发等领域。,-5.10%
605286.SH,"其他通用机械,一带一路,次新股",主要从事电梯部件及电梯金属材料的研发、生产和销售,63.90%
605108.SH,"餐饮,次新股",餐饮服务,-27.20%
600085.SH,"健康中国,中药生产,流感,超级品牌,中药",加工、制造中成药、经营中西药品。,31.70%
002835.SZ,"深圳特区,专用计算机设备,国家安防",安防视频监控产品硬盘录像机、摄像机及视频监控管理平台的研发、生产与销售,-12.30%
002845.SZ,"富士康,独角兽,纾困概念,深圳特区,华为概念,MiniLED,OLED,屏下摄像,显示器件",专业研发、设计、生产、销售TFT液晶显示模组、触控显示一体化模组、摄像头模组、AMOLED全面屏等产品。,914.60%
003027.SZ,"高送转,环保,次新股,节能环保","为钢铁、焦化、建材等非电行业工业企业提供超低排放整体解决方案,包括除尘、脱硫、脱硝项目总承包及低温SCR脱硝催化剂",64.90%
300538.SZ,"国产芯片,降解塑料,纾困概念,创业板综,深圳特区,华为概念,光刻胶,塑料制品,5G概念,小米概念,智能穿戴,锂电池",中高端化工及电子材料应用服务型分销商,-9.50%
300302.SZ,"物联网,大数据,军工,创业板综,专用计算机设备,云计算,国家安防",数据存储、数据保护、容灾等基数的研究、开发和应用。,95.90%
603650.SH,"降解塑料,其他化学原料,新材料,光刻胶,石墨烯,稀土永磁",精细化工材料的研发、生产、销售和相关贸易业务,93.60%
601233.SH,"互联金融,涤纶",民用涤纶长丝的研发、生产和销售。,309.60%
600237.SH,"电子元件,被动元件,新材料,新能源车",薄膜电容器及其薄膜材料的研发、生产和销售,361.90%
000630.SZ,"铜,稀缺资源,基本金属,锂电池,黄金概念,5G概念,新材料","公司是集铜采选、冶炼、加工、贸易为一体的大型全产业链铜生产企业,主要产品涵盖阴极铜、硫酸、黄金、白银、铜箔及铜板带等。公司在铜矿采选、铜冶炼及铜箔加工等领域有着深厚的技术积累、领先的行业地位和显著的竞争优势。",3406.60%
300895.SZ,"数据中心,创业板综,云服务(含IDC、CDN),次新股,云计算,量子通信,工业互联",公司是一家集互联网数据中心服务、云服务、互联网接入服务、互联网数据中心及云平台信息系统集成服务、应用软件开发服务为一体的互联网综合服务提供商。,-18.60%
300642.SZ,"医疗器械,病毒防治,体外诊断,基因测序,精准医疗,生物医药,创业板综",自主品牌的体外诊断产品的研发、生产和销售,179.40%
300855.SZ,"核能核电,军工,创业板综,其他金属新材料,大飞机,次新股,新材料",高温合金、特种不锈钢等高性能合金材料及其制品的研发、生产和销售,178.60%
002043.SZ,"长江三角,其他建材,电商概念,智能家居",从事室内装饰材料的研发、生产和销售,415.60%
600891.SH,"珠宝首饰,核能核电,东北振兴,互联金融","秋林公司一直坚守“百年秋林、诚信品质”的经营理念,为消费者提供黄金、珠宝、鞋品、男女服饰、羊绒羊毛、化妆品、羽绒服、钟表、家居用品、食品等优质商品。",-1.30%
600648.SH,"园区开发,创投,长江三角,进口博览,上海自贸",从事房地产开发与租赁和工程管理咨询服务。,341.00%
603983.SH,"日用化学品,化妆品概念","主要基于以皮肤科学和生物科学研究为基础,从事各类化妆品的研发、设计、生产、销售及服务。",-10.70%
002624.SZ,"手游概念,云游戏,影视概念,游戏娱乐,网络游戏,电子竞技",网络游戏的研发、发行和运营;电视剧、电影的制作、发行及衍生业务;综艺娱乐业务;艺人经纪服务及相关服务业务。,-46.80%
000543.SZ,"煤化工,火电,核能核电,天然气,风能,新能源,碳交易",电力、节能、及相关项目投资经营,-21.40%
603689.SH,"油气设服,天然气,燃气",从事安徽省内天然气长输管线的投资、建设和运营、CNG/LNG、城市燃气以及分布式能源等业务,35.20%
600012.SH,"高速公路","安徽皖通高速公路股份有限公司是中国一家运营收费公路的公司。该公司的主营业务为投资、建设、运营和管理收费公路。该公司经营七条高速公路,包括合宁高速公路、高界高速公路、宣广高速公路、连霍高速公路安徽段、广祠高速公路、宁淮高速公路天长段和205国道天长段新线。该公司在中国安徽省开展业务。",1117.10%
002331.SZ,"区块链,智慧城市,物联网,无人驾驶,ETC,军工,其他软件服务,车联网",计算机信息系统集成、应用软件开发及技术服务、军工电子信息业务。,-85.30%
600063.SH,"煤化工,降解塑料,大飞机,维纶,OLED,新材料","聚乙烯醇(PVA)、高强高模聚乙烯醇(PVA)纤维、PVA水溶纤维、PVB树脂、PVA光学薄膜、醋酸乙烯、VAE乳液、聚酯切片、醋酸甲酯、利用电石渣生产的水泥熟料及环保水泥,以及其他PVA相关的衍生产品、中间产品和副产品等的研发、生产与销售。",195.20%
601801.SH,"独角兽,创投,ETC,新零售,平面媒体,在线教育,网络游戏",文化消费、教育服务、现代物流及其他文化相关业务等,18.40%
688600.SH,"碳交易,次新股,节能环保,仪器仪表",环保在线监测仪器、检漏仪器、实验室分析仪器、电子测量仪器等分析检测仪器的研发、生产、销售和提供相关技术服务,7.70%
002590.SZ,"无人驾驶,共享经济,军工,新能源车,无线充电,车联网,汽车零部件",汽车底盘控制系统的研发、生产和销售,50.40%
300055.SZ,"环保,创业板综,北京冬奥,节能环保,医废处理,新材料","水务工程及运营、危固废处理、环保设备制造、新材料的生产与销售等,致力于通过工程总承包、投资、运营和技术咨询等方式为用户提供环境系统整体解决方案。",-0.20%
002082.SZ,"医疗器械,阿兹海默,注射器概念,口罩,中药,长江三角,装配建筑",铝及铝合金加工业务和新增的医疗业务,-70.80%
300972.SZ,"创业板综,次新股,农业种植,农产品加工",鲜品食用菌的研发、工厂化培育与销售,-58.10%
002739.SZ,"网络游戏,影视概念,影视","影院投资建设,电影投资制作、发行、放映及相关衍生业务,电视剧制作及发行,游戏发行等",182.90%
300168.SZ,"健康中国,区块链,智慧城市,创业板综,互联医疗,养老概念,在线教育,华为概念,云计算,国家安防,行业应用软件,国产软件",软件开发、运营维护、系统集成三部分。,95.60%
688178.SH,环保,"公司专业提供先进环保技术装备开发、系统集成与环境问题整体解决方案,主营业务聚焦垃圾污染削减及修复业务、高难度废水处理业务等",1961.10%
600055.SH,"互联医疗,健康中国,医疗器械,阿里概念",生产、销售医疗器械。,-2.60%
000638.SZ,"病毒防治,增强现实,大数据,军工,生物疫苗,其他软件服务,互联医疗,京津冀,北京冬奥,智能穿戴","以土地一级整理和城镇基础建设投资为主,辅以贸易等综合业务",48.90%
002085.SZ,"特斯拉,新能源车,长江三角,工业4.0,通用航空,节能环保,汽车零部件",汽车铝合金车轮的研发、制造、销售。,99.80%
300482.SZ,"医疗器械,创业成份,病毒防治,体外诊断,基因测序,创业板综",专注于快速诊断试剂、快速检测仪器等POCT相关产品的研发、生产与销售.,48.60%
002543.SZ,"智慧城市,创投,电商概念,智能家居,工业4.0,节能环保,小家电",厨卫电器的研发、生产和销售。,25.30%
600309.SH,"煤化工,创投,锂电池,聚氨酯,化工原料,新材料","主要从事聚氨酯(MDI、TDI、多元醇),丙烯及其下游丙烯酸、环氧丙烷等系列石化产品,SAP、TPU、PC、PMMA、有机胺、ADI、水性涂料等精细化学品及新材料的研发、生产和销售。",499.70%
300552.SZ,"智慧城市,电子车牌,无人驾驶,ETC,边缘计算,创业板综,华为概念,专用计算机设备,车联网","为公路交通和城市交通客户提供动态称重、专用短程通信两大系列产品的研发和生产,以及相关的方案设计、施工安装、软件开发以及维保等相关服务。",-77.80%
000002.SZ,"智能家居,深圳特区,猪肉概念,租售同权,房地产开发,北京冬奥,超级品牌,装配建筑",房地产业务及投资零售业务。,13.80%
600847.SH,"成渝特区,储能设备",各类铅酸蓄电池的制造和销售。,132.00%
300591.SZ,"电商概念,军工,服饰辅料,创业板综,网红直播",主要从事皮具产品的研发设计、生产制造、品牌运营及市场销售业务,107.90%
002785.SZ,"房屋建筑","中高端石材综合服务商,一直专注于建筑装饰石材及景观石材的研发设计、生产和销售。",1910.20%
002434.SZ,"汽车零部件,新能源车",研发、生产、销售汽车变速器和新能源汽车传/驱动系统产品。,61.50%
603117.SH,"长江三角,一带一路,物流",提供包括进口代理、港口装卸、仓储、货运代理、船舶代理、货物配载、物流配送等业务在内的综合物流服务。,-69.50%
300710.SZ,"通信传输设备,物联网,创业板综,超清视频,5G概念,广电,RCS概念,拼多多概念",从事广电网络设备及数据通信系统的研发、生产、销售和技术服务。,-28.90%
002276.SZ,"区块链,充电桩,核能核电,军工,新能源车,长江三角,电线电缆,智能电网,5G概念,新材料",电线电缆、新材料、新能源,28.80%
300698.SZ,"通信传输设备,智慧城市,物联网,数据中心,创业板综,互联医疗,5G概念,车联网","通信与信息化设备的研发、生产、系统集成与销售,包括通信网络配线及信息化机柜产品和医疗信息化产品两大类。",6.30%
